post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:ekit_post_views_count,meta:rank_math_analytic_object_id,meta:rank_math_internal_links_processed,meta:rank_math_primary_product_cat,meta:rank_math_seo_score,meta:shopengine_product_views_count,meta:total_sales,attribute:author,attribute_data:author,attribute_default:author,attribute:isbn,attribute_data:isbn,attribute_default:isbn,attribute:nameofpublisher,attribute_data:nameofpublisher,attribute_default:nameofpublisher,attribute:numofpages,attribute_data:numofpages,attribute_default:numofpages,attribute:placeofpublisher,attribute_data:placeofpublisher,attribute_default:placeofpublisher,attribute:yearofpublish,attribute_data:yearofpublish,attribute_default:yearofpublish,attribute:yearofpublishheb,attribute_data:yearofpublishheb,attribute_default:yearofpublishheb
"להמריא מחדש",להמריא-מחדש,,160530,"סיפור אמיתי מחיי טייס שעבר ל""מוסד"" ונפצע בתאונה בברזיל","Le-hamri me-hadash",publish,,0,"2022-12-18 13:23:30",1,open,160530,,,no,no,null,89,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%9c%d7%94%d7%9e%d7%a8%d7%99%d7%90-%d7%9e%d7%97%d7%93%d7%a9/,simple,,"ספרי הוצאת ראובן מס > 060",,,13,,,,,13,0,"חרמון,רן",0|1|0,,,0|1|0,,"מדיה 10",0|1|0,,310,0|1|0,,הרצליה,0|1|0,,2022,0|1|0,,,0|1|0,
"שיחותיי עם איזבל ארטמיס",שיחותיי-עם-איזבל-ארטמיס,,160531,"לקט שיחות עם אשת עסקים יוונית מחצי האי פיליון שהקימה רשת בתי נופש איכותיים בתוך כדי משבר כלכלי בשנת 2008","Sihotai im Izabel Artemis",publish,,0,"2022-12-18 13:23:30",1,open,160531,,,no,no,null,79,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a9%d7%99%d7%97%d7%95%d7%aa%d7%99%d7%99-%d7%a2%d7%9d-%d7%90%d7%99%d7%96%d7%91%d7%9c-%d7%90%d7%a8%d7%98%d7%9e%d7%99%d7%a1/,simple,,"ספרי הוצאת ראובן מס > 048",,,22,,,,,22,0,"שיינפלד,יאיר",0|1|0,,978-965-495-066-4,0|1|0,,שופרא,0|1|0,,214,0|1|0,,,0|1|0,,2022,0|1|0,,,0|1|0,
"הבדווים במדבר יהודה - עולם הולך ונעלם",הבדווים-במדבר-יהודה-עולם-הולך-ונעלם,,160532,"שבט ג'האלין כמקרה מבחן; עם הערות, מפות, צילומים","Ha-Bedwim be-Midbar Yehuda - olam holekh ve-ne'elam",publish,,0,"2022-12-18 13:23:30",1,open,160532,,,no,no,null,86,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%94%d7%91%d7%93%d7%95%d7%95%d7%99%d7%9d-%d7%91%d7%9e%d7%93%d7%91%d7%a8-%d7%99%d7%94%d7%95%d7%93%d7%94-%d7%a2%d7%95%d7%9c%d7%9d-%d7%94%d7%95%d7%9c%d7%9a-%d7%95%d7%a0%d7%a2%d7%9c%d7%9d/,simple,,"ספרי הוצאת ראובן מס > 035",,,13,,,,,13,0,"עובדיה,ירון",0|1|0,,,0|1|0,,רסלינג,0|1|0,,243,0|1|0,,"ת""א",0|1|0,,2022,0|1|0,,,0|1|0,
"הנשים היהודיות של אמריקה",הנשים-היהודיות-של-אמריקה,,160533,"מן התקופה הקולוניאלית עד ימינו; סדרת ""יהדות ארצות הברית""; עם הערות ומפתח; תרגום מאנגלית: יוסי מילוא","Ha-nashim ha-Yehudiot shel Amerika",publish,,0,"2022-12-18 13:23:29",1,open,160533,,,no,no,null,96,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%94%d7%a0%d7%a9%d7%99%d7%9d-%d7%94%d7%99%d7%94%d7%95%d7%93%d7%99%d7%95%d7%aa-%d7%a9%d7%9c-%d7%90%d7%9e%d7%a8%d7%99%d7%a7%d7%94/,simple,,"ספרי הוצאת ראובן מס > 030",,,12,,,,,12,0,"נאדל,פמלה ס'",0|1|0,,978-965-510-149-2,0|1|0,,"אונ' חיפה; אונ' בן גוריון",0|1|0,,285,0|1|0,,ירושלים,0|1|0,,2022,0|1|0,,,0|1|0,
"מסעות גוליבר (בסדרת ""פרדנות ותרבות"")",מסעות-גוליבר-בסדרת-פרדנות-ותרבות,,160534,"תרגום חדש ליצירה הקלאסית, עם נספחים והערות מאת יותם בנשלום, נספח ""בעקבות גוליבר"", אחרית דבר מאת דוד פישלוב; עם אירוים מאת זהבית כרמל","Mas'ot Guliver",publish,,0,"2022-12-18 13:23:29",1,open,160534,,,no,no,null,119,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%9e%d7%a1%d7%a2%d7%95%d7%aa-%d7%92%d7%95%d7%9c%d7%99%d7%91%d7%a8-%d7%91%d7%a1%d7%93%d7%a8%d7%aa-%d7%a4%d7%a8%d7%93%d7%a0%d7%95%d7%aa-%d7%95%d7%aa%d7%a8%d7%91%d7%95%d7%aa/,simple,,"ספרי הוצאת ראובן מס > 001",,,15,,,,,15,0,"סוויפט,ג'ונתן",0|1|0,,978-965-7815-13-7,0|1|0,,כרמל,0|1|0,,417,0|1|0,,ירושלים,0|1|0,,2022,0|1|0,,,0|1|0,
"אשה חיה",אשה-חיה,,160535,"סיפור על הגשמה ועונג; על יחסי נשים וקריירה, יזמות כלכלית ונשיות","Isha haya",publish,,0,"2022-12-18 13:23:29",1,open,160535,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%90%d7%a9%d7%94-%d7%97%d7%99%d7%94/,simple,,"ספרי הוצאת ראובן מס > 042",,,20,,,,,20,0,"אלון,נרקיס",0|1|0,,978-965-7719-18-3,0|1|0,,אדמה,0|1|0,,207,0|1|0,,,0|1|0,,2022,0|1|0,,,0|1|0,
"החיים שלנו סוף",החיים-שלנו-סוף,,160536,שירים,"Ha-hayim shelanu sof",publish,,0,"2022-12-18 13:23:29",1,open,160536,,,no,no,null,69,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%94%d7%97%d7%99%d7%99%d7%9d-%d7%a9%d7%9c%d7%a0%d7%95-%d7%a1%d7%95%d7%a3/,simple,,"ספרי הוצאת ראובן מס > 005",,,6,,,,,6,0,"אשר,טלי",0|1|0,,978-965-541-157-7,0|1|0,,פרדס,0|1|0,,77,0|1|0,,חיפה,0|1|0,,2022,0|1|0,,,0|1|0,
"אהבה והתענגות",אהבה-והתענגות,,160537,"סיפור אהבים; מתורגם מצרפתית בתוספת הערות על ידי אביבה ברק-הומי","Ahava ve-hit'angut",publish,,0,"2022-12-18 13:23:29",1,open,160537,,,no,no,null,55,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%90%d7%94%d7%91%d7%94-%d7%95%d7%94%d7%aa%d7%a2%d7%a0%d7%92%d7%95%d7%aa/,simple,,"ספרי הוצאת ראובן מס > 001",,,16,,,,,16,0,"דה רנייה,אנרי",0|1|0,,978-965-563-102-9,0|1|0,,"נהר ספרים",0|1|0,,75,0|1|0,,בנימינה,0|1|0,,2022,0|1|0,,,0|1|0,
"המקרא ותרגומיו, 11 כרכים (סט שלם, הצעה מיוחדת)",המקרא-ותרגומיו-11-כרכים-סט-שלם-הצעה-מיוח,,160538,"פשט ודרש בתרגומים הארמיים למקרא; עיון בתרגומים הארמיים בחמשת חומשי התורה, ובו מילון ארמי לכל התרגומים ונוסחיהם, עם הערות; נועד להבין פשטים ומדרשים של התרגומים הארמיים למילים ולפסוקים","Ha-mikra ve-targumav, 11 vols. (set)",publish,,0,"2022-12-18 13:23:29",1,open,160538,,,no,no,null,650,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%94%d7%9e%d7%a7%d7%a8%d7%90-%d7%95%d7%aa%d7%a8%d7%92%d7%95%d7%9e%d7%99%d7%95-11-%d7%9b%d7%a8%d7%9b%d7%99%d7%9d-%d7%a1%d7%98-%d7%a9%d7%9c%d7%9d-%d7%94%d7%a6%d7%a2%d7%94-%d7%9e%d7%99%d7%95%d7%97/,simple,,"ספרי הוצאת ראובן מס > 145",,,18,,,,,18,0,"חמיאל,חיים יצחק",0|1|0,,,0|1|0,,"מאירים - מ. ליפשיץ; ראובן מס",0|1|0,,,0|1|0,,ירושלים,0|1|0,,2009,0|1|0,,,0|1|0,
"Over The Crossroads of Time",over-the-crossroads-of-time,,160539,"Jerusalem's Temple Mount Monumental Staircases; With photos","Over The Crossroads of Time",publish,,0,"2022-12-18 13:23:29",1,open,160539,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/over-the-crossroads-of-time/,simple,,"ספרי הוצאת ראובן מס > 132",,,16,,,,,16,0,,0|1|0,,978-965-7726-04-4,0|1|0,,Shoham,0|1|0,,222,0|1|0,,Jerusalem,0|1|0,,2020,0|1|0,,,0|1|0,
"King Hezekiah and Isaiah",king-hezekiah-and-isaiah,,160540,"Jerusalem's Royal Quarter Seal Impression; With photos","King Hezekiah and Isaiah",publish,,0,"2022-12-18 13:23:29",1,open,160540,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/king-hezekiah-and-isaiah/,simple,,"ספרי הוצאת ראובן מס > 132",,,19,,,,,19,0,,0|1|0,,978-965-7726-03-7,0|1|0,,Shoham,0|1|0,,75,0|1|0,,Jerusalem,0|1|0,,2019,0|1|0,,,0|1|0,
"שנה וברכותיה: יומן שנתי תשפ""ג, 2023-2022 (תבנית קטנה)",שנה-וברכותיה-יומן-שנתי-תשפג-2023-2022-תבנית-קט,,160541,"יומן צבעוני מאת הרבנית ימימה מזרחי, ובו תובנות לחיי האישה היהודיה במהלך השנה; קיים בתנית קטיה וגדולה, בכריכה קשה","Shana u-virkhoteja, 5783, 2022-2023 (small format)",publish,,0,"2022-12-18 13:23:29",1,open,160541,,,no,no,null,97,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a9%d7%a0%d7%94-%d7%95%d7%91%d7%a8%d7%9b%d7%95%d7%aa%d7%99%d7%94-%d7%99%d7%95%d7%9e%d7%9f-%d7%a9%d7%a0%d7%aa%d7%99-%d7%aa%d7%a9%d7%a4%d7%92-2023-2022-%d7%aa%d7%91%d7%a0%d7%99%d7%aa-%d7%a7%d7%98/,simple,,"ספרי הוצאת ראובן מס > 080",,,15,,,,,15,0,"פרידמן,יקרת (עורכת)",0|1|0,,978-965-92684-5-0,0|1|0,,"פרשה ואשה",0|1|0,,160,0|1|0,,ירושלים,0|1|0,,2022,0|1|0,,,0|1|0,
"ספר הודו, ד', כרך ב' (אוריינס יודאיקוס, סדרה א,כרך ו)",ספר-הודו-ד-כרך-ב-אוריינס-יודאיקוס-סדרה,,160542,"על פי תעודות מגניזת קהיר; כרך ב': חלפון הסוחר המשכיל והנוסע הגדול; הערות, ביבליוגרפיה ומפתחות מגוונים; בסדרת ""מקורות לחקר תרבות ישראל"", ספר יג/ד-ה;  ""אוריינוס יודאיקוס"", סדרה א', כרך ה-ו","Sefer Hudu, vol. 4/ 2",publish,,0,"2022-12-18 13:23:29",1,open,160542,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%95%d7%93%d7%95-%d7%93-%d7%9b%d7%a8%d7%9a-%d7%91-%d7%90%d7%95%d7%a8%d7%99%d7%99%d7%a0%d7%a1-%d7%99%d7%95%d7%93%d7%90%d7%99%d7%a7%d7%95%d7%a1-%d7%a1%d7%93%d7%a8%d7%94/,simple,,"ספרי הוצאת ראובן מס > 145",,,23,,,,,23,0,"גויטיין,שלמה דב; פרידמן,מרדכי עקיבא; אשור,אמיר",0|1|0,,978-965-235-169-2,0|1|0,,"מכון בן-צבי",0|1|0,,750,0|1|0,,ירושלים,0|1|0,,2013,0|1|0,,,0|1|0,
"ספר הודו, ג' (אוריינס יודאיקוס, סדרה א,כרך ד)",ספר-הודו-ג-אוריינס-יודאיקוס-סדרה-אכרך,,160543,"על פי תעודות מגניזת קהיר; אברהם בן יגו סוחר ויצרן בהודו; הערות, ביבליוגרפיה ומפתחות מגוונים; בסדרת ""מקורות לחקר תרבות ישראל"", ספר יג/ד-ה;  ""אוריינוס יודאיקוס"", סדרה א', כרך ה-ו","Sefer Hudu, vol. 3",publish,,0,"2022-12-18 13:23:29",1,open,160543,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%95%d7%93%d7%95-%d7%92-%d7%90%d7%95%d7%a8%d7%99%d7%99%d7%a0%d7%a1-%d7%99%d7%95%d7%93%d7%90%d7%99%d7%a7%d7%95%d7%a1-%d7%a1%d7%93%d7%a8%d7%94-%d7%90%d7%9b%d7%a8%d7%9a/,simple,,"ספרי הוצאת ראובן מס > 145",,,22,,,,,22,0,"גויטיין,שלמה דב; פרידמן,מרדכי עקיבא",0|1|0,,978-965-235-143-2,0|1|0,,"מכון בן-צבי",0|1|0,,598,0|1|0,,ירושלים,0|1|0,,2010,0|1|0,,,0|1|0,
"משנה סדורה קורן: משניות עם פירוש קב ונקי; 3 כרכים (מהדורה מחודשת)",משנה-סדורה-קורן-משניות-עם-פירוש-קב-ונקי,,160544,"הצגה גראפית בהירה של המשניות, בניקוד מלא, טבלאות ותרשימים, עם ביאור קצר ותכליתי ""קב ונקי"", מאת הרב אלישע בן אברהם; פורמט בינוני; ניועד גם לתלמידים","Mishna sedura Koren: Im perush Kav ne-naki;  3 vols (new edition)",publish,,0,"2022-12-18 13:23:29",1,open,160544,,,no,no,null,140,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%9e%d7%a9%d7%a0%d7%94-%d7%a1%d7%93%d7%95%d7%a8%d7%94-%d7%a7%d7%95%d7%a8%d7%9f-%d7%9e%d7%a9%d7%a0%d7%99%d7%95%d7%aa-%d7%a2%d7%9d-%d7%a4%d7%99%d7%a8%d7%95%d7%a9-%d7%a7%d7%91-%d7%95%d7%a0%d7%a7%d7%99/,simple,,"ספרי הוצאת ראובן מס > 090",,,21,,,,,21,0,"בן אברהם,אלישע",0|1|0,,978-965-301-727-6,0|1|0,,"אליהו דורדק",0|1|0,,,0|1|0,,ירושלים,0|1|0,,2015,0|1|0,,,0|1|0,
"מלחמת מאה (100) השנים הבאות",מלחמת-מאה-100-השנים-הבאות,,160545,"העימות המתעצם בין סין לארצות הברית והשפעתו על כל אחד מאיתנו","Milhemet mea ha-shanim ha-baot",publish,,0,"2022-12-18 13:23:29",1,open,160545,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%9e%d7%9c%d7%97%d7%9e%d7%aa-%d7%9e%d7%90%d7%94-100-%d7%94%d7%a9%d7%a0%d7%99%d7%9d-%d7%94%d7%91%d7%90%d7%95%d7%aa/,simple,,"ספרי הוצאת ראובן מס > 025",,,20,,,,,20,0,"ניצן,ערן",0|1|0,,,0|1|0,,מטר,0|1|0,,192,0|1|0,,"ת""א",0|1|0,,2022,0|1|0,,,0|1|0,
"סוחר אמנות ושמו נימאנד",סוחר-אמנות-ושמו-נימאנד,,160546,"רומן מתח מסועף ועוצר נשימה המעמת מחדש את הקוראים והקוראות עם תקופה מן האפלות בהיסטוריה האנושית; על רקע אגדות המדרש, הספרות החסידית, והשירה העברית","Soher amanut u-shemo Nimand",publish,,0,"2022-12-18 13:23:29",1,open,160546,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a1%d7%95%d7%97%d7%a8-%d7%90%d7%9e%d7%a0%d7%95%d7%aa-%d7%95%d7%a9%d7%9e%d7%95-%d7%a0%d7%99%d7%9e%d7%90%d7%a0%d7%93/,simple,,"ספרי הוצאת ראובן מס > 001",,,13,,,,,13,0,"זיסמן,יוסי",0|1|0,,,0|1|0,,מטר,0|1|0,,392,0|1|0,,"ת""א",0|1|0,,2022,0|1|0,,,0|1|0,
Bombay,bombay,,160547,"Exploring the Jewish Urban Heritage; A big colour album format with hundreds photos, illustrations, maps and documents; Updated revised edition, with index",Bombay,publish,,0,"2022-12-18 13:23:29",1,open,160547,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/bombay/,simple,,"ספרי הוצאת ראובן מס > 030",,,16,,,,,16,0,,0|1|0,,978-965-572-942-9,0|1|0,,"Cohin Jewish Heritage Center",0|1|0,,291,0|1|0,,Nevatim,0|1|0,,2019,0|1|0,,,0|1|0,
"Bombay Mumbai",bombay-mumbai,,160548,"City heritage walks, including walks arround the Jewish interest points in Mumbay; A large colour album format with hundreds photos, illustrations, maps and documents; With index","Bombay Mumbai",publish,,0,"2022-12-18 13:23:29",1,open,160548,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/bombay-mumbai/,simple,,"ספרי הוצאת ראובן מס > 030",,,23,,,,,23,0,,0|1|0,,978-965-572-943-6,0|1|0,,"Cohin Jewish Heritage Center",0|1|0,,447,0|1|0,,Nevatim,0|1|0,,2019,0|1|0,,,0|1|0,
"לכתוב ולהוציא לאור",לכתוב-ולהוציא-לאור,,160549,"מדריך עכשווי לכתיבת פרוזה ולפרסום ספרים; מיועד לכותבים מתחילים וגם ותיקים, כולל הנחייה מקצועית ומיפוי שוק הספרים הישראלי","Likhtov u-lehotsi la-or",publish,,0,"2022-12-18 13:23:28",1,open,160549,,,no,no,null,94,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%9c%d7%9b%d7%aa%d7%95%d7%91-%d7%95%d7%9c%d7%94%d7%95%d7%a6%d7%99%d7%90-%d7%9c%d7%90%d7%95%d7%a8/,simple,,"ספרי הוצאת ראובן מס > 010",,,14,,,,,14,0,"ינאי,הגר",0|1|0,,978-965-13-2951-7,0|1|0,,"עם עובד",0|1|0,,335,0|1|0,,"ת""א",0|1|0,,2022,0|1|0,,,0|1|0,
"התפתחות הקרב המשולב בצה""ל",התפתחות-הקרב-המשולב-בצהל,,160550,"עבר הווה ומבט לעתיד; קובץ מחקרים, עם הערות ותרשימים","Hitpat'hut ha-kerav ha-meshulav be-Tsaha""l",publish,,0,"2022-12-18 13:23:28",1,open,160550,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%94%d7%aa%d7%a4%d7%aa%d7%97%d7%95%d7%aa-%d7%94%d7%a7%d7%a8%d7%91-%d7%94%d7%9e%d7%a9%d7%95%d7%9c%d7%91-%d7%91%d7%a6%d7%94%d7%9c/,simple,,"ספרי הוצאת ראובן מס > 047",,,20,,,,,20,0,"פינקל,מאיר (עורך)",0|1|0,,,0|1|0,,"מודן; משרד הביטחון; צה""ל",0|1|0,,351,0|1|0,,בן-שמן,0|1|0,,2022,0|1|0,,,0|1|0,
"פלדה רכה",פלדה-רכה,,160551,"סיפור חייה של גולדה מאיר, מילדותה ועד יום מותה, כולל דמותה המורכבת בין אוהביה ושונאיה, הצלחות וכישלונות","Pelada raka",publish,,0,"2022-12-18 13:23:28",1,open,160551,,,no,no,null,88,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a4%d7%9c%d7%93%d7%94-%d7%a8%d7%9b%d7%94/,simple,,"ספרי הוצאת ראובן מס > 060",,,14,,,,,14,0,"רון-פדר - עמית,גלילה",0|1|0,,,0|1|0,,מודן,0|1|0,,413,0|1|0,,בן-שמן,0|1|0,,2022,0|1|0,,,0|1|0,
"כסף טוב",כסף-טוב,,160552,"איך להפסיק לפחד ולהתחיל לנהל את הכסף שלנו; מדריך שימושי","Kesef tov",publish,,0,"2022-12-18 13:23:28",1,open,160552,,,no,no,null,94,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%9b%d7%a1%d7%a3-%d7%98%d7%95%d7%91/,simple,,"ספרי הוצאת ראובן מס > 048",,,14,,,,,14,0,"אמסטרדמסקי,שאול",0|1|0,,,0|1|0,,כתר,0|1|0,,254,0|1|0,,בן-שמן,0|1|0,,2022,0|1|0,,,0|1|0,
"אל שיח היסמין",אל-שיח-היסמין,,160553,"סיפור לאור זיכרונות ילדות עם סודות משפחה עתיקים וחלומות ואישה מסתורית ובה נבלע אבי המספר","El siah ha-yasmin",publish,,0,"2022-12-18 13:23:28",1,open,160553,,,no,no,null,94,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%90%d7%9c-%d7%a9%d7%99%d7%97-%d7%94%d7%99%d7%a1%d7%9e%d7%99%d7%9f/,simple,,"ספרי הוצאת ראובן מס > 001",,,15,,,,,15,0,"סרי,דן-בניה",0|1|0,,,0|1|0,,כתר,0|1|0,,256,0|1|0,,בן-שמן,0|1|0,,2022,0|1|0,,,0|1|0,
"סימני שיניים",סימני-שיניים,,160554,"רומן חניכה על רקע משפט אייכמן, על תקופה שבין מבצע קדש למלחמת ששת הימים","Simanei shinayim",publish,,0,"2022-12-18 13:23:28",1,open,160554,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a1%d7%99%d7%9e%d7%a0%d7%99-%d7%a9%d7%99%d7%a0%d7%99%d7%99%d7%9d/,simple,,"ספרי הוצאת ראובן מס > 001",,,15,,,,,15,0,"מרמרי,חנוך",0|1|0,,,0|1|0,,כתר,0|1|0,,343,0|1|0,,בן-שמן,0|1|0,,2022,0|1|0,,,0|1|0,
"חידושי הרמב""ן: מסכת יבמות",חידושי-הרמבן-מסכת-יבמות,,160555,"יוצר לאור על פי כתבי יד, בצירוף מבוא, ציוני מקורות, מקבילות, הערות וביאורים","Hidushei ha-Ramba""n: Masekhet Yevamot",publish,,0,"2022-12-18 13:23:28",1,open,160555,,,no,no,null,96,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%97%d7%99%d7%93%d7%95%d7%a9%d7%99-%d7%94%d7%a8%d7%9e%d7%91%d7%9f-%d7%9e%d7%a1%d7%9b%d7%aa-%d7%99%d7%91%d7%9e%d7%95%d7%aa/,simple,,"ספרי הוצאת ראובן מס > 090",,,14,,,,,14,0,"לוי,דניאל (הרב)",0|1|0,,,0|1|0,,"מוסד הרב קוק",0|1|0,,,0|1|0,,ירושלים,0|1|0,,2022,0|1|0,,,0|1|0,
"אי החירות",אי-החירות,,160556,"סיפור על יהודים מאירופה שהגיעו לאמריקה בראשית המאה ה- 20, שעזבו עולם עתיק ונחשפו לעולם החדש","I ha-heirut",publish,,0,"2022-12-18 13:23:28",1,open,160556,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%90%d7%99-%d7%94%d7%97%d7%99%d7%a8%d7%95%d7%aa/,simple,,"ספרי הוצאת ראובן מס > 001",,,18,,,,,18,0,"חובב,ימימה",0|1|0,,978-965-201-410-8,0|1|0,,"ידיעות אחרונות; ספרי חמד",0|1|0,,423,0|1|0,,"ראשון לציון",0|1|0,,2022,0|1|0,,,0|1|0,
"הטיטניק טובעת אבל הבופה פתוח",הטיטניק-טובעת-אבל-הבופה-פתוח,,160557,"סיפור אהבה מתוק ומר על אהבה של אמצע החיים; בסדרת ""היום קצר""","Ha-Titanik tova'at aval ha-bufe patuah",publish,,0,"2022-12-18 13:23:28",1,open,160557,,,no,no,null,88,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%94%d7%98%d7%99%d7%98%d7%a0%d7%99%d7%a7-%d7%98%d7%95%d7%91%d7%a2%d7%aa-%d7%90%d7%91%d7%9c-%d7%94%d7%91%d7%95%d7%a4%d7%94-%d7%a4%d7%aa%d7%95%d7%97/,simple,,"ספרי הוצאת ראובן מס > 001",,,15,,,,,15,0,"וולך,לילך",0|1|0,,978-965-201-015-5,0|1|0,,"ידיעות אחרונות; ספרי חמד",0|1|0,,174,0|1|0,,"ראשון לציון",0|1|0,,2022,0|1|0,,,0|1|0,
"עד שאיינשטיין בא",עד-שאיינשטיין-בא,,160558,"רומן היסטורי מרתק על גאון, לאור מכתבים, מאמרים וכל איזכור אודותיו; רומן חמישי של המחברת","Ad she-Einshtein ba",publish,,0,"2022-12-18 13:23:28",1,open,160558,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a2%d7%93-%d7%a9%d7%90%d7%99%d7%99%d7%a0%d7%a9%d7%98%d7%99%d7%99%d7%9f-%d7%91%d7%90/,simple,,"ספרי הוצאת ראובן מס > 001",,,13,,,,,13,0,"אהרוני,שרה",0|1|0,,978-965-201-591-4,0|1|0,,"ידיעות אחרונות; ספרי חמד",0|1|0,,494,0|1|0,,"ראשון לציון",0|1|0,,2022,0|1|0,,,0|1|0,
"ילדותי השלישית",ילדותי-השלישית,,160559,"אוטוביוגרפיה סיפורית של אדם שגילה בבגרותו את תיק האימוץ שלו מגיל 4 חודשים","Yalduti ha-shelishit",publish,,0,"2022-12-18 13:23:28",1,open,160559,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%99%d7%9c%d7%93%d7%95%d7%aa%d7%99-%d7%94%d7%a9%d7%9c%d7%99%d7%a9%d7%99%d7%aa/,simple,,"ספרי הוצאת ראובן מס > 060",,,11,,,,,11,0,"ברדוגו,צחי",0|1|0,,978-965-201-536-5,0|1|0,,"ידיעות אחרונות; ספרי חמד",0|1|0,,262,0|1|0,,"ראשון לציון",0|1|0,,2022,0|1|0,,,0|1|0,
"סימנים מעידים",סימנים-מעידים,,160560,"מחדל המודיעין בפיקוד הדרום במלחמת יום הכיפורים; עם צילומים, מפות, מפתח; מסופר מתוך מערך המודיעין","Simanim me'idim",publish,,0,"2022-12-18 13:23:28",1,open,160560,,,no,no,null,98,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://sefertov.co.il/product/%d7%a1%d7%99%d7%9e%d7%a0%d7%99%d7%9d-%d7%9e%d7%a2%d7%99%d7%93%d7%99%d7%9d/,simple,,"ספרי הוצאת ראובן מס > 047",,,22,,,,,22,0,"נטע,צבי",0|1|0,,978-965-201-066-7,0|1|0,,"ידיעות אחרונות; ספרי חמד",0|1|0,,205,0|1|0,,"ראשון לציון",0|1|0,,2022,0|1|0,,,0|1|0,
